spotify_id,track_name,artist_name,spotify_release_date,discogs_title,discogs_year
3Emr4aPhkNoMHPF5N5i6QD,campanera,Ana Maria,1993-10-05,Ana María - Raíces De La Canción Española Vol. 11 ,1999
3N4DI1vuTSX1tz7fa2NQZw,rehab,Amy Winehouse,2006,Amy Winehouse - Rehab (Remixes),2006
4qEHMJyER7OntYTtPsIT1W,11 razones,Aitana,2020-12-10,Aitana* - 11 Razones (Deluxe Box + CD Jewel + Revista),2020
44AyOl4qVkzS48vBsbNXaC,can't help falling in love,Elvis Presley,1961-10-20,Elvis Presley - Elvis In Person At The International Hotel,1970
3Fzlg5r1IjhLk2qRw667od,dancing in the moonlight,Toploader,2000,Toploader - Dancing In The Moonlight,1999
3iB8eciGU9vZkaDYkz7Ir9,bamboléo,Gipsy Kings,1987-08-24,Gipsy Kings - Bamboleo,1987
6b37xrsNCWYIUphFBazqD6,me gustas tu,Manu Chao,2001-06-01,Manu Chao - Me Gustas Tu,2000
4FdwRmlzP5KGM7OewGBYiu,olvídame y pega la vuelta,Pimpinela,1982-07-15,Pimpinela - Olvidame Y Pega La Vuelta,1982
017PF4Q3l4DBUiWoXk4OWT,break my heart,Dua Lipa,2020-03-27,Dua Lipa - Break My Heart,2020
7s25THrKz86DM225dOYwnr,respect,Aretha Franklin,1967-03-10,Aretha Franklin - Respect ,1967
6mOZfn6CVXsX1Tt0l3thm3,sin documentos,Los Rodriguez,1996-05-21,Los Rodriguez - Sin Documentos,1993
7qiZfU4dY1lWllzX7mPBI3,shape of you,Ed Sheeran,2017-03-03,Ed Sheeran - Shape Of You,2017
7HKez549fwJQDzx3zLjHKC,start me up -2009,The Rolling Stones,1981-08-24,The Rolling Stones - Honk,2019
1q8NdCAQ9QUjpYiqzdd3mv,atrévete-te-te,Calle 13,2005,Calle 13 - Calle 13 (clean version),2005
2LpCMTQ8VM1ssTdfLjeyzQ,pena penita pena,Lola Flores,1991-06-26,Lola Flores - Pena Penita / Bulerias De Antonio Torres Garcia,1952
2IHaGyfxNoFPLJnaEg4GTs,"what is love - 7"" mix",Haddaway,1993-09-13,Haddaway - What Is Love,1992
02dphTJYUQ9pmdNC52iyOz,fiesta pagana,Mägo de Oz,2000,Mägo De Oz - Fiesta Pagana - El Señor De Los Gramillos,2000
2zNDRGoRkNEkMhO5fcGTMv,sarandonga,Lolita,2001-03-26,Lolita (5) - Sarandonga Remixes,2001
3VNxbWlw9oVvxSnSbeiCBb,cadillac solitario,Loquillo,2009-11-13,Loquillo Y Trogloditas - El Ritmo Del Garage,1983
3hlWUNjAlbZ6nOjAbrivBv,princesas,Pereza,2005-04-07,Pereza - Princesas,2005
2Ms33RTRCT6gArrpcrPxmo,feel,Robbie Williams,2002,Robbie Williams - Feel,2002
1he4G9w0zh5GokInpOSINW,ni la hora,Ana Guerra,2018-07-06,Ana Guerra & Juan Magan - Ni la Hora,2018
1dgi28o666VmqNP1JALauv,la escoba,Los Sirex,1964,Los Sirex - La Escoba / Cantemos,1965
6kFowCmp5RNQhsK8LzC0gp,mis manos en tu cintura,Adamo,1995-10-02,Adamo - Mis Manos En Tu Cintura / Ella,1966
5xv4ggemGPNpowZAMwEYHH,girlfriend - radio edit,Avril Lavigne,2007-02-27,Avril Lavigne - Avril Lavigne,2006
1gNXYvLc14OmqK6gSJKLUM,como una ola,Rocío Jurado,1999-01-01,Rocio Jurado - Como Una Ola,1981
61VeJ59zufLceZXb1SSVKu,"help, áyudame",Tony Ronald,2001,Tony Ronald - Ayúdame = Help,1971
6fw12s3vAJQAt7lbICodwC,"i will survive - original 7"" version",Gloria Gaynor,1993-01-01,Gloria Gaynor - I Will Survive,1993
3Dy4REq8O09IlgiwuHQ3sk,waterloo,ABBA,1974,ABBA - Waterloo,1974
2c3sKqWYVJ0NsE3elgRhKH,dragostea din tei,O-Zone,2004-06-06,O-Zone (3) - Dragostea Din Tei,2004
0GVQMLYWayDvznAkyz4esU,tres veces guapa,Jorge Sepúlveda,2015-10-19,Jorge Sepúlveda Y Su Orquesta - Ay Morería / Tres Veces Guapa,1950
5dXJ1SoksFkgdx3yxIoYNO,"you're the first, the last, my everything",Barry White,1974-02-15,"Barry White, Love Unlimited & Love Unlimited Orchestra - Best Of Barry White, Love Unlimited / Love Unlimited Orchestra",1974
7Bewui7KtaMzROeteRitRz,mediterraneo,Joan Manuel Serrat,1971,Joan Manuel Serrat - La Mujer Que Yo Quiero / Mediterraneo,1971
0VjIjW4GlUZAMYd2vXMi3b,blinding lights,The Weeknd,2020-03-20,The Weeknd - Blinding Lights,2019
7jhKkbM3KZvnuqzMX5fADH,in the summertime,Mungo Jerry,1971-09-01,Mungo Jerry - In The Summertime / Mighty Man,1970
03UrZgTINDqvnUMbbIMhql,gangnam style (강남스타일),PSY,2012-01-01,Psy (7) - Gangnam Style (강남스타일),2012
07nrFSbS6ht0jMNpTpMfsg,"soy un truhán, soy un señor",Julio Iglesias,1998-09-05,Julio Iglesias - Seguire Mi Camino,1977
2T3jgoAMbBXiMMD8pSc6QL,this is the life,Amy Macdonald,2007-01-01,Amy Macdonald - This Is The Life,2007
4eJikwHYHJ3yMg1tvS1Mom,chiquilla,Seguridad Social,1991-06-12,Seguridad Social - Chiquilla,1991
71yCMlsD6qbD7NmNUEoVNR,ca plane pour moi,Plastic Bertrand,1998-02-06,Plastic Bertrand - Ca Plane Pour Moi,1977
5ZULALImTm80tzUbYQYM9d,dance monkey,Tones And I,2019-08-29,Tones And I - Dance Monkey,2019
1tmwswvJnwOIrskyCKVsgv,todos los días sale el sol,Bongo Botrako,2010-10-31,Bongo Botrako - Todos Los Días Sale El Sol,2010
0mGvaKpwLYoybnIoboC3uS,yo te esperaré,Cali Y El Dandee,2012-01-01,Cali Y El Dandee - 3 A.M.,2012
6xunIjRX7KeF4OxFkpPeZO,tombola,Marisol,2013-06-10,"Marisol - Canciones De La Película ""Tómbola""",1962
2aI21FnmY7TJVKeMaoQZ0t,say it right,Nelly Furtado,2006-01-01,Nelly Furtado - Say It Right,2006
059G9tpE3kl6wz3kiddaN0,vivo cantando,Salomé,2003-05-30,Salomé (2) - Vivo Cantando / Abbracciami Così,1969
0gmbgwZ8iqyMPmXefof8Yf,how you remind me,Nickelback,2001-09-11,Nickelback - How You Remind Me,2001
3ROd8cCRdRJpeh6P2zTAJk,me quedo contigo,Los Chunguitos,1991,"Los Chunguitos - Me Quedo Contigo - Banda Sonora Original De La Película ""Deprisa Deprisa""",1980
1RouRzlg8OKFeqc6LvdxmB,felices los 4,Maluma,2018-05-18,Maluma - F.A.M.E.,2018
2nwCO1PqpvyoFIvq3Vrj8N,these boots are made for walkin',Nancy Sinatra,1966-03,Nancy Sinatra - These Boots Are Made For Walkin' ,1965
2aEeghgUcnu75tzcolFMfs,la bamba - single version,Ritchie Valens,1959,Ritchie Valens - The Ritchie Valens Story,2004
4xuQ7KieQmHXiYdh965WQR,canta y sé feliz,Peret,2001-03-19,Peret - Canta Y Se Feliz,1973
63OFKbMaZSDZ4wtesuuq6f,born to be wild,Steppenwolf,1968,Steppenwolf - Born To Be Wild,1968
5fc3XWSpJo6jTlbjnhGOJQ,eva maria,Formula V,1985-01-01,Formula V (2) - Eva Maria,1973
2GbePPrWWSRxcmW6QRSPae,piece of my heart,Erma Franklin,2009-02-18,Erma Franklin - Piece Of My Heart,1967
1qDrWA6lyx8cLECdZE7TV7,somebody that i used to know,Gotye,2011-01-01,Gotye - Somebody That I Used To Know,2011
7s25THrKz86DM225dOYwnr,respect,Aretha Franklin,1967-03-10,Aretha Franklin - Respect ,1967
3PQLYVskjUeRmRIfECsL0X,no woman no cry,Bob Marley & The Wailers,1974,Bob Marley & The Wailers - No Woman No Cry / Bend Down Low,1974
6M7WQZ4tAG72j2xXxi2a1z,lollipop,The Chordettes,2011-08-30,"The Chordettes - Lollipop / Baby, Come-A Back-A",1958
48i055G1OT5KxGGftwFxWy,"oh, pretty woman",Roy Orbison,1962,"Roy Orbison -  It's Over / Oh, Pretty Woman ",1964
1zB4vmk8tFRmM9UULNzbLB,thunder,Imagine Dragons,2017-06-23,Imagine Dragons - Thunder,2017
3Dy4REq8O09IlgiwuHQ3sk,waterloo,ABBA,1974,ABBA - Waterloo,1974
5IMtdHjJ1OtkxbGe4zfUxQ,escape (the pina colada song),Rupert Holmes,1979-01-01,Rupert Holmes - Escape (The Pina Colada Song),1979
0w07a1vsKahQMM0RnPXHVT,dancing in the moonlight,Toploader,2000-05-30,Toploader - Dancing In The Moonlight,1999
7DfHmCnSLftVHPvtFPFsmA,ein bett im kornfeld,Jürgen Drews,2008-10-17,Jürgen Drews - Ein Bett Im Kornfeld,1976
4MhaF08X17tmOmUcmRq5lN,alles nur geklaut,Die Prinzen,1993-10-30,Die Prinzen - Alles Nur Geklaut,1993
6kWJvPfC4DgUpRsXKNa9z9,all that she wants,Ace of Base,1993-12-24,Ace Of Base - All That She Wants,1992
6HMFtoMvv6n6Q2eOyPFyne,walk of life,Dire Straits,1985-05-13,Dire Straits - So Far Away,1985
0Dm43YLUlGdePpSbI1ct8h,part-time lover,Stevie Wonder,1985-09-13,Stevie Wonder - Part-Time Lover,1985
4SGBuq37Ol4HJr7pQqFMKa,i got you babe,Sonny & Cher,1965,Sonny & Cher - I Got You Babe,1965
0DfG1ltJnZyq4Tx3ZLL7ZU,rock me amadeus,Falco,1985-02-19,Falco - Rock Me Amadeus,1985
7j74lucZ59vqN67Ipe2ZcY,maneater,Daryl Hall & John Oates,1982-10-04,Daryl Hall & John Oates - Maneater,1982
21aT5lIYHjyBIFrXNbNY5U,du trägst keine liebe in dir,Echt,2002-01-01,Echt - Du Trägst Keine Liebe In Dir,1999
0gJvqi9QyASOCtJu99tytc,because of you,Kelly Clarkson,2004,Kelly Clarkson - Rolling Stone Original: Kelly Clarkson (Live),2004
0xrkyEMkG4dVa5OMLQZOX8,engel,Rammstein,1997-08-25,Rammstein - Engel,1997
4S1VYqwfkLit9mKVY3MXoo,forever young,Alphaville,1984-09-27,Alphaville - Forever Young (Special Dance Version),1984
1JQ6Xm1JrvHfvAqhl5pwaA,easy,Commodores,1977-01-01,Commodores - Easy / Can't Let You Tease Me,1976
2DnJjbjNTV9Nd5NOa1KGba,you're so vain,Carly Simon,1972,Carly Simon - No Secrets,NA
7gCeodIXjhCLDWC5H1LOmT,your song,Elton John,1970-04-10,Elton John - Your Song / Take Me To The Pilot,1970
7o2CTH4ctstm8TNelqjb51,sweet child o' mine,Guns N' Roses,1987-07-21,Guns N' Roses - Sweet Child O' Mine,1988
1tqT6DhmsrtQgyCKUwotiw,i heard it through the grapevine,Marvin Gaye,1968-08-26,Marvin Gaye - I Heard It Through The Grapevine,1968
1xNcBAoUw8Hz6LqK2jt4Ff,call on me - radio mix,Eric Prydz,2004-09-10,Eric Prydz - Call On Me,2004
44AyOl4qVkzS48vBsbNXaC,can't help falling in love,Elvis Presley,1961-10-20,Elvis Presley - Elvis In Person At The International Hotel,1970
4HlFJV71xXKIGcU3kRyttv,"hey, soul sister",Train,2010-12-01,"Train (2) - Hey, Soul Sister",2009
4kCYJigsNQJqs6kpMSlsmL,vom selben stern - radio edit,Ich + Ich,2008-11-21,Ich + Ich - Vom Selben Stern,2007
1BIkUo6Mkytmh6leTiwSP2,tränen lügen nicht,Michael Holm,2000-11-05,Michael Holm - Tränen Lügen Nicht,1974
6QfS2wq5sSC1xAJCQsTSlj,shallow - radio edit,Lady Gaga,2018-10-05,Bradley Cooper & Lady Gaga - Shallow,2018
6QgjcU0zLnzq5OrUoSZ3OK,feel it still,Portugal. The Man,2017-06-16,Portugal. The Man - Feel It Still,2017
2dCmGcEOQrMQhMMS8Vj7Ca,super freak,Rick James,1981-04-07,Rick James - Super Freak,1981
4v7DCN09hgXkKazefkznDQ,lonely,Akon,2005-01-01,Akon - Trouble,2003
5haXbSJqjjM0TCJ5XkfEaC,i got you (i feel good),James Brown & The Famous Flames,1966-01-01,James Brown & The Famous Flames - I Got You (I Feel Good),1965
35hfuechuOqaW31ogdauO7,it's in the kiss (the shoop shoop song),Betty Everett,2010-12-07,Betty Everett - You're No Good,1963
5ZULALImTm80tzUbYQYM9d,dance monkey,Tones And I,2019-08-29,Tones And I - Dance Monkey,2019
3WkibOpDF7cQ5xntM1epyf,it wasn't me,Shaggy,2000-08-08,Shaggy Featuring Rikrok* - It Wasn't Me,2001
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,2019-03-29,Billie Eilish - Bad Guy,2019
2YwiE0KVhqwIiT4OfT0SFk,when i need you,Leo Sayer,1976,Leo Sayer - How Much Love,1976
11d9oUiwHuYt216EFA2tiz,ice ice baby,Vanilla Ice,1990-01-01,Vanilla Ice - Ice Ice Baby,1990
2nGFzvICaeEWjIrBrL2RAx,put your records on,Corinne Bailey Rae,2006-01-01,Corinne Bailey Rae - Put Your Records On,2005
0xmjwnQ3FNE6HuWCt2nHdZ,where is the love?,Black Eyed Peas,2003-06-24,Black Eyed Peas - Where Is The Love?,2003
6y4FVJwf09ssxuRnlEgXkp,let's stick together,Bryan Ferry,1976,Bryan Ferry - Let’s Stick Together,1976
5GHY1DFWKz3Prg2V0Iodqo,nothing compares 2 u,Sinéad O'Connor,1990-07-01,Sinéad O'Connor - Jump In The River,1988
6lXKNdOsnaLv9LwulZbxNl,major tom (...völlig losgelöst),Peter Schilling,1983-06-27,Peter Schilling - Major Tom (Völlig Losgelöst),1982
6JymsaWDHk2Yj4e0yNBIFH,jump around,House Of Pain,1992-07-21,House Of Pain - Jump Around Remixes,1992
10yY7i70r9wtllofw0GIpx,praise you,Fatboy Slim,1998-10-19,Fatboy Slim - Praise You,1998
1s4hyUFWmLWiAamsclb4xA,"see you later, alligator",Bill Haley & His Comets,1991-01-01,"Bill Haley And His Comets - See You Later, Alligator / The Paper Boy",1955
1DIXPcTDzTj8ZMHt3PDt8p,gangsta's paradise,Coolio,1995-11-07,Coolio Featuring L.V.* - Gangsta’s Paradise,1995
0DqLgsVlNp2ZcQro78FZfz,schöner fremder mann,Connie Francis,1992-01-01,Connie Francis - Schöner Fremder Mann,1961
3U4isOIWM3VvDubwSI3y7a,all of me,John Legend,2013-08-30,"Stevie Wonder, John Legend - Rest In Peace Michael ",2009
54X78diSLoUDI3joC2bjMz,purple rain,Prince,1984-06-25,Prince - Purple Rain,1984
56GbZVwxMdf1DENCluYS8A,don't dream it's over,Crowded House,1986-08-01,Crowded House - Crowded House,1988
5jE48hhRu8E6zBDPRSkEq7,all about that bass,Meghan Trainor,2015-01-09,Meghan Trainor - All About That Bass,2014
3kypZy0F0R2oTOkAZJG7Tb,sweet dreams (are made of this),Eurythmics,1991-02-28,Eurythmics - Sweet Dreams (Are Made Of This),1982
2rTYgHxgcndkUrRoU7x0Sv,mr. vain,Culture Beat,1993-01-01,Culture Beat - Mr. Vain,1993
4LcrHUkRmXG3c0YD5VYutn,at the hop,Danny & The Juniors,1983-01-01,Danny And The Juniors* - At The Hop / Sometimes,1957
5A3IdgGphzKS2etiGFB73S,das boot,U96,1992,U96 - Das Boot,1991
4ZfQwNx3FlCN07cnUvekh3,ain't that a shame,Fats Domino,1959-01-01,Fats Domino - Million Sellers Vol. 1,1964
7dyluIqv7QYVTXXZiMWPHW,numb / encore,JAY-Z,2004-11-30,Jay-Z / Linkin Park - Numb / Encore,2004
27SdWb2rFzO6GWiYDBTD9j,cheap thrills,Sia,2016-01-29,Sia - Cheap Thrills,2015
2fYYmPNwDaNpw1KRSxpQ5H,why,Annie Lennox,1992-04-02,Annie Lennox - Why,1992
70gS6bjAjFc96IIunuRj1c,"marmor, stein und eisen bricht",Drafi Deutscher,1987-05-01,Drafi Deutscher - Singt Und Spricht Für QUICK,1965
21jGcNKet2qwijlDFuPiPb,circles,Post Malone,2019-09-06,Post Malone - Circles,2019
2WnAKZefdRHxtBEkRjFOHC,anyone,Justin Bieber,2021-03-19,Justin Bieber - Anyone,2021
62d30BdDeSz8D9TFc3wx6m,die guten zeiten,Wincent Weiss,2021-05-06,"Wincent Weiss, Johannes Oerding - Die Guten Zeiten",2021
1ewNSEjaSpjLQTgfk1JaZG,er hat ein knallrotes gummiboot,Wencke Myhre,1999-01-01,Wencke Myhre - Er Hat Ein Knallrotes Gummiboot,1970
0PLGnOgmf8RPgZNkaaSYyM,like a prayer,MadHouse,2002,Mad'house = 瑪丹娜愛浩室* - Absolutely Mad = 瘋到爆!,2002
2SpEHTbUuebeLkgs9QB7Ue,jolene,Dolly Parton,1974-02-04,Dolly Parton - Jolene,1973
2374M0fQpWi3dLnB54qaLX,africa,TOTO,1982-04-08,Toto - Africa,1982
0TwBtDAWpkpM3srywFVOV5,crazy in love (feat. jay-z),Beyoncé,2003-03-10,Beyoncé - Crazy In Love,2003
0Q7FgdMZqsxgTl10w6uCi8,ganz paris traumt von der liebe,Caterina Valente,2011-08-11,Caterina Valente - Ganz Paris Träumt Von Der Liebe / Wenn Es Nacht Wird In Paris,1954
6aJVSu9oPmRIgw8xPT66wV,euphoria,Loreen,2013-05-31,Loreen - Euphoria (Remixes),2012
0hgbkNcWjVflyBCfgCwxwd,skandal im sperrbezirk,Spider Murphy Gang,2003-01-01,Spider Murphy Gang - Skandal Im Sperrbezirk,1981
60SsWvr9QKRUUTea99SZUN,emanuela,Fettes Brot,2005-03-21,Fettes Brot - Emanuela,2005
3unsLiH5FXmaDWtT5Imolu,fallin',Alicia Keys,2001-06-26,Alicia Keys - Fallin',2001
27iLwU19SCH7tDeU64AieP,die nacht von freitag auf montag,SDP,2012-10-19,SDP (5) - Die Bekannteste Unbekannte Band Der Welt,2012
1VU8t2MpJRLG5iFEIxqq7z,geboren um zu leben,Unheilig,2010-01-01,Unheilig - Geboren Um Zu Leben,2010
4LFwNJWoj74Yd71fIr1W8x,right here waiting,Richard Marx,1989-01-01,Richard Marx - Right Here Waiting,1989
16MJqq0vEuW6GRX6faetTm,whole again,Atomic Kitten,2001-10-23,Atomic Kitten - Right Now,2000
1fX0h6SaZBXwmr4haRvirQ,nah neh nah,Vaya Con Dios,1990-04-10,Vaya Con Dios - Nah Neh Nah,1990
3jDdpx9PMlfMBS5tOBHFm9,return of the mack,Mark Morrison,1996-04-22,Mark Morrison - Return Of The Mack,1996
7jhKkbM3KZvnuqzMX5fADH,in the summertime,Mungo Jerry,1971-09-01,Mungo Jerry - In The Summertime / Mighty Man,1970
7dblNGnRXEBrVJunazs2U5,all i have to do is dream,The Everly Brothers,1964-08-01,The Everly Brothers* / The Chordettes / Andy Williams - Original USA Hit Parade,1958
1zusIxNqJu8i4g6P6hJ2Qa,mercy,Duffy,2008,Duffy - Mercy,2007
6120uJUyg6QDzaAJUosTx5,knock on wood,Amii Stewart,2012-10-17,Amii Stewart - Knock On Wood,1978
6sHsXIJoEN5JpdkGMQDJxt,the boy is mine,Brandy,1998-05-29,Brandy (2) & Monica - The Boy Is Mine,1998
2XQ00wanrsQOL9djhTQEEY,ab in den süden,Buddy,2014-01-17,Buddy (2) - Ab In Den Süden,2001
4YBIuDWPsVy9pXLCUBORZN,the living years,Mike + The Mechanics,1988-10-28,Mike & The Mechanics - The Living Years,1988
748pbjnFM9TVwQhDT3LC4N,abenteuerland,Pur,2015-05-15,Pur - Abenteuerland,1995
2LjiPAQOVazT8sRyXL3XRs,informer,Snow,1993,Snow (2) - Informer,1992
30ge50akdCCPPKcELnQtx0,itsy bitsy teenie weenie honolulu strand bikini,Caterina Valente,2011-08-12,Caterina Valente - Ein Schiff Wird Kommen,1960
5vmRQ3zELMLUQPo2FLQ76x,smalltown boy,Bronski Beat,1984-10-15,Bronski Beat - Smalltown Boy,1984
4CeeEOM32jQcH3eN9Q2dGj,smells like teen spirit,Nirvana,1991-09-26,Nirvana - Smells Like Teen Spirit,1991
5xzdDMhFYiuUONB0Mha9VS,the locomotion,Little Eva,1962-01-01,Little Eva - Locomotion,1963
6naxalmIoLFWR0siv8dnQQ,oops!...i did it again,Britney Spears,2000-05-16,Britney Spears - Oops!...I Did It Again,2000
0Q0IVlqMV64kNLlwjPj0Hl,killing me softly with his song,Fugees,1996-02-13,Fugees (Refugee Camp)* - The Score... Bootleg Versions,1996
7e2ExzCUgjOntmlZCTDSWk,autobahn,Kraftwerk,2017-05-26,Kraftwerk - Autobahn,1974
1dDNz8h95Gsu0W4QdxVVln,4 minutes (feat. justin timberlake and timbaland),Madonna,2008-04-19,Madonna - Madonna Вкл. Celebration 2009 MP3,2009
1hQFF33xi8ruavZNyovtUN,"december, 1963 (oh what a night!)",Frankie Valli & The Four Seasons,1975,"The Four Seasons Fetauring Frankie Valli - Oh What A Night (December, 1963) (1988 Remixes By Ben Liebrand)",1988
6IwKcFdiRQZOWeYNhUiWIv,no one,Alicia Keys,2007-11-09,Alicia Keys - Waiting For Your Love,2004
29V0L1JecTOyvZxdBRY7TR,barbra streisand - radio edit,Duck Sauce,2010-10-29,Duck Sauce - Barbra Streisand,2010
7EZC6E7UjZe63f1jRmkWxt,zombie,The Cranberries,1994-10-03,The Cranberries - Zombie,1994
10waMsh44ojvTwXAIy213n,junge,Die Ärzte,2007-11-02,Die + Ärzte* - Im Schatten Der Ärzte,1985
3zxklD2EGecZre9MjEEvIU,blue bayou,Linda Ronstadt,1977,Linda Ronstadt - Blue Bayou,1977
2M9ro2krNb7nr7HSprkEgo,fast car,Tracy Chapman,1988-04-05,Tracy Chapman - Fast Car,1988
5ZrDlcxIDZyjOzHdYW1ydr,barbie girl,Aqua,1997-01-01,Aqua - Barbie Girl,1997
0weAUscowxeqDtpCgtbpgp,gettin' jiggy wit it,Will Smith,1997-10-03,Will Smith - Gettin' Jiggy With It,1997
0Dmao2oWlAZzIBX2Q1B5AH,bitter sweet symphony,The Verve,1997-09-29,The Verve - Bitter Sweet Symphony,1997
4oW1lGOw5Q5OLvoJv92qoE,i can help,Billy Swan,1974,Billy Swan - I Can Help,1974
1JSTJqkT5qHq8MDJnJbRE1,every breath you take,The Police,1983-06-17,The Police - Every Breath You Take,1983
06hsdMbBxWGqBO0TV0Zrkf,cotton eye joe,Rednex,1994-08-12,Rednex - Cotton Eye Joe,1994
6PypGyiu0Y2lCDBN1XZEnP,everybody hurts,R.E.M.,1992-10-05,R.E.M. - Sampler (Automatic For The People),1992
1U0mj0SwsSxBixKvgmGCB3,ich will spass,Markus,1994,Markus (6) - Ich Will Spaß,1982
52Zr0sinhWTCRrQhRRY4EP,dragostea din tei,O-Zone,2004-02-23,O-Zone (3) - Dragostea Din Tei,2004
2tpWsVSb9UEmDRxAl1zhX1,counting stars,OneRepublic,2013-01-01,OneRepublic - Counting Stars,2013
2Nv773K16hckJrb3Ir7wOu,wahnsinn,Wolfgang Petry,2010-03-29,Wolfgang Petry - Wahnsinn,1983
0Gsj2iZerDbXbU0G1IHuB2,gold digger,Kanye West,2005-01-01,Kanye West - Gold Digger,2005
5QRkWkMabF6HJmQQm2HBVX,ein kompliment,Sportfreunde Stiller,2002-04-02,Sportfreunde Stiller - Ein Kompliment,2002
3XIEWK1V9n25PS9Vb6axj5,born to be alive - the original,Patrick Hernandez,1978,Remix Machine Starring Patrick Hernandez - Born To Be Alive,1987
3L7RtEcu1Hw3OXrpnthngx,don't you want me,The Human League,1981,The Human League - Dare,1981
0gmbgwZ8iqyMPmXefof8Yf,how you remind me,Nickelback,2001-09-11,Nickelback - How You Remind Me,2001
2Ms33RTRCT6gArrpcrPxmo,feel,Robbie Williams,2002,Robbie Williams - Feel,2002
6yoa7L6BlqYqBHlLL96j6k,give it up,KC & The Sunshine Band,1983,KC & The Sunshine Band - Give It Up,1982
4sf4Lq52b2iCoAgpge7a9g,ca plane pour moi,Plastic Bertrand,1998,Plastic Bertrand - Ca Plane Pour Moi,1977
4OjJAGDDZTLlTNeOMBl7UM,volare (nel blu di pinto di blu),Gipsy Kings,1989-05-01,Gipsy Kings - Volare,1989
0snPJPxkk0MbTc0xeUvAPt,dancing on the ceiling,Lionel Richie,1986,Lionel Richie - Dancing On The Ceiling,1986
33LC84JgLvK2KuW43MfaNq,"my heart will go on - love theme from ""titanic""",Céline Dion,1997-11-14,"Celine Dion* - My Heart Will Go On (Love Theme From ""Titanic"")",1997
1Cwsd5xI8CajJz795oy4XF,you get what you give,New Radicals,1998-01-01,New Radicals - You Get What You Give,1998
4H1iMlEWKZmpKTHCZzDhju,you can't hurry love,The Supremes,1966-08-25,Diana Ross And The Supremes* - Diana Ross And The Supremes Greatest Hits,1968
2nHajACLqGsbctpe3Rafh3,no son of mine,Genesis,2004-11-29,Genesis - No Son Of Mine,1991
0KligwQn4Iy344p2Q5m6k6,più bella cosa,Eros Ramazzotti,1996-04-30,Eros Ramazzotti / Ambra - CD Promocional PCD 165,1995
2LawezPeJhN4AWuSB0GtAU,have you ever seen the rain,Creedence Clearwater Revival,1970-12-07,Creedence Clearwater Revival - Have You Ever Seen The Rain,1970
0odIT9B9BvOCnXfS0e4lB5,bette davis eyes,Kim Carnes,1981-01-01,Kim Carnes - Bette Davis Eyes,1981
1uRKT2LRANv4baowBWHfDS,(we're gonna) rock around the clock,Bill Haley & His Comets,1955-12-19,Bill Haley And His Comets - Shake Rattle And Roll,1954
2G0GextMwZJLkNxcSZ7ZJ3,(what a) wonderful world - mono,Sam Cooke,1960-02,Sam Cooke - The Complete Keen Years: 1957-1960,2020
1ILbD4eWKWvg8ub5qJyBTP,joyride,Roxette,1991-04-02,Roxette - Joyride,1991
63OFKbMaZSDZ4wtesuuq6f,born to be wild,Steppenwolf,1968,Steppenwolf - Born To Be Wild,1968
1c0zagykmGPDYuxJeDqZhJ,world hold on (children of the sky) [radio edit],Bob Sinclar,2006-06-06,"Bob Sinclar - World, Hold On (Children Of The Sky)",2006
1CvxZLhcpg33Wk892MJRUC,schuld war nur der bossa nova,Manuela,1994-04-05,Manuela (5) - Schuld War Nur Der Bossa Nova,1963
1CSLeVCXmetBh8IkTPMFdL,i'm a believer,The Monkees,2003,The Monkees - More Of The Monkees,1967
32fZXsDwoDchpdtsCmeo0o,good golly miss molly,Little Richard,2008-07-28,Little Richard - Good Golly Miss Molly,1968
4gphxUgq0JSFv2BCLhNDiE,jailhouse rock,Elvis Presley,1958-03-21,Elvis Presley - Treat Me Nice / Jailhouse Rock,1957
5YDD6DuZ04mKQtm0avJTJd,break my heart,Dua Lipa,2020-03-27,Dua Lipa - Break My Heart,2020
6NJNZEjyCD2YWFPsBzIHnM,upside down - single version,Diana Ross,2017-11-17,Diana Ross - Chain Reaction / Upside Down ('93 Remix),1993
4Hg99jQ6zjks47xaH8eK40,könig von deutschland,Rio Reiser,1986-11-05,Rio Reiser - König Von Deutschland,1986
3d9DChrdc6BOeFsbrZ3Is0,under the bridge,Red Hot Chili Peppers,1991-09-24,Red Hot Chili Peppers - Under The Bridge / Give it Away,1991
1F43XlPBiwAUUIhrUGzylO,never ending story,Limahl,2009-09-25,Limahl - The Never Ending Story,1984
2g7gviEeJr6pyxO7G35EWQ,paradise by the dashboard light,Meat Loaf,1977-10-21,Meat Loaf - Paradise By The Dashboard Light,1977
0oH9kW4faMsq9YgRYirgD0,eine neue liebe ist wie ein neues leben,Jürgen Marcus,2008-10-11,Jürgen Marcus - Eine Neue Liebe Ist Wie Ein Neues Leben,1972
6f5sSC3ORfpUMYtE4J06VW,he ain't heavy he's my brother,The Hollies,1978-07-01,The Hollies - The Hollies’ Greatest Hits,1973
0RnCUYXa7jhgTXtiMXF2PQ,you make me feel (mighty real),Sylvester,1978-01-01,Sylvester - You Make Me Feel (Mighty Real),1978
5JSzcnZbYk3qv3nEn5Bo41,über den wolken,Reinhard Mey,1998-01-01,Reinhard Mey - Mann Aus Alemannia,1974
0Fyj9w0HVfjoxm9S8nGClt,orinoco flow,Enya,2001,Enya - Orinoco Flow,1988
